date,exam,lo_code,topic,problem_source,result,error_type,next_review,notes
2026-07-12,P,baseline,Baseline SOA #1-10,edu-exam-p-sample-quest.pdf,Mixed,Diagnostic,2026-07-13,Record baseline score in notes
